id,num_orders
1028232,147.275
1262649,140.665
1453211,226.185
1262599,103.475
1495848,127.44
1342607,138.105
1358429,137.665
1475006,127.835
1009709,170.885
1460444,1343.715
1476535,575.665
1297121,571.915
1141103,1094.345
1274933,1421.545
1435122,551.255
1486477,579.765
1195364,1120.515
1301491,569.35
1059056,995.71
1098228,979.82
1080847,989.61
1064602,999.92
1093227,1043.345
1177861,786.435
1259611,518.775
1274836,707.565
1030333,1040.37
1249982,608.45
1188591,542.33
1316160,673.155
1419545,643.655
1062437,559.69
1181575,769.475
1143023,414.88
1278339,626.745
1282203,642.32
1080746,501.46
1296937,653.85
1210564,581.655
1390579,268.83
1436947,316.17
1045739,258.085
1318087,263.175
1223698,277.37
1436625,303.15
1383644,231.285
1045356,235.605
1121593,258.5
1114635,215.43
1332667,1485.55
1039351,1946.32
1319273,1506.73
1305518,1586.945
1327143,1406.11
1272171,1100.525
1223757,828.645
1090089,1088.475
1128850,909.885
1446344,874.63
1237947,747.165
1452835,652.495
1029462,784.57
1365321,703.745
1377892,755.005
1378346,755.005
1261333,735.34
1427333,668.06
1157382,765.075
1168967,739.265
1306954,698.045
1342909,801.455
1244760,1115.105
1431361,638.24
1276681,1008.765
1148958,967.625
1184174,797.545
1323560,792.455
1066229,1194.39
1025558,953.245
1083889,266.195
1378453,231.36
1434331,278.37
1311554,303.42
1111904,242.655
1430955,251.4
1455829,293.085
1182896,270.79
1205862,255.51
1215917,269.545
1409427,150.79
1100468,263.405
1411863,121.41
1010693,331.56
1004925,294.6
1265382,129.305
1239027,150.71
1462013,305.645
1464784,182.095
1440692,148.36
1268331,274.115
1030648,335.81
1033468,307.52
1452010,339.64
1164883,270.85
1265395,380.455
1214244,410.04
1307226,347.15
1425834,333.355
1105463,296.19
1245977,113.9
1352817,124.155
1245183,452.115
1490092,368.165
1278462,440.18
1090267,440.39
1231613,448.47
1164334,463.995
1300150,433.37
1231259,446.07
1243020,443.86
1433764,689.95
1124103,455.935
1031825,470.96
1437782,589.01
1087645,466.64
1185456,423.635
1450862,662.86
1465438,670.715
1035890,368.19
1267165,574.77
1262997,645.875
1088775,833.945
1217709,837.955
1430418,563.86
1275478,783.15
1435295,457.215
1346982,544.48
1160970,761.45
1310566,542.26
1014151,635.41
1374002,572.66
1417996,581.32
1141881,576.78
1219590,588.19
1373220,574.64
1355558,582.96
1042282,660.05
1323969,593.39
1480827,551.9
1161084,257.88
1351984,239.17
1196384,320.485
1231951,356.12
1004647,222.02
1441493,266.535
1337172,356.77
1127689,249.65
1321298,267.23
1475476,261.02
1207745,494.525
1332437,403.69
1295195,462.35
1238168,510.9
1401191,420.615
1320351,491.235
1015073,408.325
1440436,608.91
1488196,649.04
1084735,487.575
1312130,142.5
1284072,161.955
1390606,138.75
1177870,133.405
1217412,122.115
1391279,128.43
1000635,201.405
1070142,190.89
1158077,157.595
1263948,121.91
1240615,1001.745
1397490,1034.13
1355088,917.66
1401705,1032.04
1422185,808.735
1390157,1053.08
1460838,880.51
1377519,1069.97
1310657,858.825
1491023,1106.9
1067356,402.125
1282200,784.645
1137357,402.165
1396043,707.53
1269970,789.68
1350440,773.025
1308326,811.22
1242087,856.915
1043619,370.255
1222185,405.27
1497941,795.93
1278537,489.5
1355035,509.31
1143583,648.8
1020166,663.885
1406416,464.855
1203123,522.12
1480428,621.25
1420069,698.325
1125502,647.68
1249505,226.44
1206767,263.345
1094469,218.325
1278323,141.585
1173977,228.72
1140787,212.73
1116819,247.22
1252003,374.415
1352888,175.1
1128508,213.98
1034558,80.26
1176365,77.77
1094576,87.545
1392466,71.175
1055474,85.515
1217360,74.295
1271801,60.065
1345064,61.945
1401294,87.785
1024879,79.47
1001797,466.24
1131807,312.73
1494899,383.405
1268958,393.07
1288154,379.415
1203405,284.6
1040370,541.19
1044833,494.49
1350447,301.175
1347690,304.9
1025721,297.94
1457412,395.15
1251774,395.69
1380718,326.73
1262455,376.36
1043759,285.92
1153098,339.81
1142567,292.895
1044267,312.61
1263998,338.27
1185434,746.45
1101049,1470.75
1101699,1471.585
1089294,1475.915
1480593,719.135
1339799,1528.24
1261433,1410.545
1397430,654.13
1083089,768.815
1138673,1324.365
1306281,96.195
1042427,145.27
1039235,134.485
1270474,98.425
1387994,96.425
1204001,98.295
1146761,117.895
1160004,116.3
1274185,118.665
1271542,97.54
1470774,497.12
1299041,567.21
1105837,424.905
1082803,536.065
1023822,548.3
1312925,556.26
1089746,520.925
1133734,421.365
1096643,524.205
1095601,507.605
1236999,621.255
1129005,508.675
1060160,474.9
1139012,501.795
1009801,531.55
1499374,442.055
1130038,494.9
1136954,476.925
1214539,577.365
1341789,361.18
1402501,76.645
1305350,74.37
1416500,70.125
1061620,64.575
1356623,55.265
1135009,52.505
1039371,42.135
1358442,61.495
1330108,79.84
1368952,84.285
1402068,450.375
1414079,414.165
1027086,361.855
1376822,319.925
1473650,682.85
1318829,356.605
1485144,600.855
1440877,455.41
1259634,363.94
1197323,387.525
1334064,262.295
1474493,284.555
1452523,320.585
1109460,257.355
1397686,514.01
1436925,325.625
1271835,254.92
1266289,309.49
1172743,397.405
1028916,589.125
1373369,870.03
1159100,989.335
1078309,1034.545
1444543,1353.25
1403090,1251.95
1091288,1021.615
1357059,930.905
1258709,1377.025
1016250,956.965
1291439,1423.995
1487991,307.43
1173983,304.995
1455460,181.205
1093777,263.445
1284038,232.375
1398418,234.46
1100317,255.74
1050205,240.335
1355831,161.8
1205352,243.165
1352373,453.355
1145134,415.55
1285247,417.555
1485963,331.185
1410494,354.99
1194947,380.53
1479842,541.135
1141874,413.175
1219813,363.235
1020182,395.605
1083024,566.705
1027186,306.945
1226206,506.835
1193020,266.105
1208269,282.905
1441531,567.345
1201640,511.745
1412072,287.65
1063733,295.96
1196516,259.56
1115748,278.96
1281521,398.365
1451363,479.52
1430974,373.365
1461605,486.44
1248805,390.795
1365062,412.39
1413517,372.275
1079468,634.02
1462434,478.565
1171225,287.64
1113088,402.16
1421572,334.04
1231421,372.76
1155226,400.82
1050090,323.34
1462159,356.565
1262088,347.705
1059783,403.78
1068765,266.79
1221985,364.39
1301321,384.36
1463289,302.17
1275946,396.46
1400875,241.085
1348564,318.32
1273247,436.37
1017611,491.07
1062279,422.9
1237961,357.42
1224992,260.385
1311411,350.185
1058810,399.53
1180280,177.955
1171237,207.575
1345370,317.3
1361205,319.59
1020415,336.615
1490702,447.73
1214923,231.415
1295739,88.655
1371494,138.76
1242910,155.735
1297462,109.185
1408420,145.585
1468795,177.615
1322980,140.67
1278810,130.015
1286425,159.22
1287421,159.55
1117909,318.985
1387886,266.43
1344564,316.74
1155339,261.115
1270105,358.235
1299390,300.02
1402691,245.93
1435663,291.975
1499834,390.26
1185266,427.06
1485491,314.855
1493366,285.225
1244054,265.465
1339975,407.75
1493137,329.05
1482630,363.14
1237519,463.975
1414111,269.59
1290325,272.57
1064432,263.75
1220040,275.48
1275484,158.21
1272211,273.565
1290617,268.58
1321339,267.475
1458201,285.96
1219875,187.73
1085852,181.415
1334748,158.745
1224780,280.27
1198616,268.02
1177611,271.91
1077911,273.455
1305831,240.345
1098936,163.73
1189364,253.315
1495457,259.93
1193672,256.395
1177716,271.22
1125817,182.625
1093651,489.46
1009004,753.655
1447838,526.47
1339194,493.135
1027184,628.1
1366421,504.895
1395557,433.925
1382148,515.07
1066186,514.7
1437787,517.06
1106809,630.66
1318582,869.73
1438968,958.245
1361549,566.33
1057783,439.34
1004386,598.645
1315211,548.585
1428093,1008.965
1163409,847.405
1040148,959.855
1460445,629.815
1180058,411.83
1462684,498.45
1138520,372.575
1317061,381.745
1054840,353.29
1438974,395.04
1002774,386.655
1159437,408.155
1089638,438.505
1443523,150.79
1163835,156.61
1494285,237.135
1318970,165.39
1230640,163.695
1350989,193.485
1469698,193.555
1157662,155.31
1365942,157.95
1241167,152.94
1450701,759.34
1224760,725.005
1363494,717.965
1324577,658.035
1491314,699.33
1158272,393.03
1412751,741.11
1112151,777.75
1219827,630.725
1187185,696.97
1257724,381.74
1138065,225.52
1331635,324.565
1089050,432.44
1209677,300.47
1178390,227.105
1232486,334.645
1165663,334.91
1115081,265.055
1294491,379.28
1040703,520.125
1012461,466.49
1431639,641.515
1121810,607.685
1054385,522.035
1106975,591.13
1094087,583.595
1140825,529.15
1340524,629.67
1133545,575.035
1259591,1007.42
1327142,948.53
1249310,1241.565
1337116,1300.29
1426288,904.27
1178106,640.43
1112605,1225.555
1297011,874.21
1015985,881.48
1413327,1268.385
1173972,1195.725
1350644,928.14
1103990,781.495
1093038,780.225
1435909,948.17
1158632,764.43
1044666,923.63
1022214,902.93
1109852,893.86
1103251,841.51
1113951,172.405
1075058,165.225
1395991,129.125
1060374,175.945
1344988,112.095
1379139,114.215
1216578,114.5
1347909,110.76
1124487,181.62
1314422,129.73
1026962,287.845
1019750,353.84
1052756,280.595
1199363,278.115
1268913,223.9
1301467,215.15
1203194,317.48
1182935,235.2
1163522,285.16
1072037,250.37
1398096,75.495
1094768,96.495
1458256,174.09
1469568,130.625
1042422,94.23
1281477,76.885
1427545,78.83
1398303,78.465
1297500,74.615
1184259,85.725
1359066,427.445
1328835,440.605
1375031,457.75
1180363,558.115
1079995,637.815
1468705,520.31
1041884,594.965
1161571,663.63
1049477,586.815
1363599,421.825
1138175,338.575
1165312,391.24
1419232,341.0
1093243,365.435
1146579,416.41
1250371,331.075
1441494,339.29
1146752,391.695
1427935,364.33
1012377,245.835
1264350,569.955
1169852,533.91
1392031,634.605
1140763,594.465
1359423,633.955
1145373,572.83
1381586,652.035
1486989,572.935
1061075,609.49
1018684,579.61
1165135,190.89
1365978,167.1
1425692,152.25
1352787,185.01
1106798,143.655
1151845,143.005
1446773,157.03
1000259,151.175
1361688,148.45
1339452,163.31
1296483,416.2
1265643,438.225
1243332,428.595
1017985,478.815
1002910,391.175
1214298,437.265
1265634,438.27
1490788,535.62
1054015,459.25
1394286,455.295
1020966,145.145
1210680,134.275
1007010,153.965
1426974,146.335
1167015,142.38
1208134,124.64
1088146,144.9
1384893,157.69
1295493,147.31
1237768,173.3
1134786,758.59
1052017,1115.605
1209585,578.645
1115016,1041.635
1101235,1062.215
1448019,1153.76
1315737,574.325
1039269,1097.58
1436545,788.415
1445418,864.02
1001412,156.405
1389027,167.71
1406711,185.85
1070287,161.385
1084653,374.35
1137633,156.56
1233884,308.375
1315294,149.885
1282318,273.58
1206406,182.5
1245457,423.595
1324576,521.32
1054723,455.815
1240913,625.18
1403942,507.745
1004923,615.71
1429694,404.66
1029910,552.6
1228946,487.615
1119476,411.82
1306935,828.935
1349929,745.89
1391689,885.425
1350008,685.16
1017175,1070.945
1230601,809.335
1353563,722.125
1460117,555.675
1366885,751.03
1096075,1084.73
1117594,614.485
1486028,645.655
1135738,670.295
1222614,553.375
1406377,635.385
1244061,466.805
1003197,465.97
1289790,506.76
1036601,562.83
1050954,617.365
1492614,123.94
1468175,138.79
1127745,183.405
1356109,152.93
1288414,160.665
1186700,156.24
1088403,152.595
1133590,190.91
1155657,204.285
1348738,160.72
1497813,373.88
1094690,346.075
1152196,214.75
1003610,211.8
1479704,653.18
1068127,333.35
1222762,181.055
1324076,415.93
1473003,344.585
1343036,366.805
1255407,427.295
1338733,381.095
1482136,232.58
1147855,346.105
1311799,343.385
1306558,359.865
1494027,507.74
1265348,657.055
1083041,678.785
1003331,492.525
1123214,1124.565
1038791,1173.14
1134852,1155.85
1403461,945.42
1002912,800.645
1089089,1218.43
1082554,475.36
1353572,284.68
1015394,773.335
1320654,1135.605
1108704,260.765
1349640,383.07
1233603,210.815
1240827,164.345
1054033,271.525
1398644,331.635
1303762,318.355
1272724,275.715
1423160,327.875
1055961,278.33
1481640,179.86
1031471,319.985
1241213,156.73
1055152,110.18
1075123,117.91
1365959,143.99
1195304,121.35
1211091,139.295
